马匹名称,出生地 / 馬齡,毛色 / 性別,進口類別,今季獎金*,總獎金*,冠-亞-季-總出賽次數*,最近十個賽馬日出賽場數,現在位置(到達日期),進口日期,練馬師,馬主,現時評分,季初評分,父系,母系,外祖父,同父系馬,自購馬來港前賽事片段
至旺財,澳洲 / 5,灰 / 閹,自購新馬,"$134,550","$134,550",0-0-1-8,2,香港(20/06/2024),19/12/2022,韋達,郭志桁,38,43,Demerit,Native Silver,Metal Storm,沒有,
真好運,澳洲 / 4,棗 / 閹,自購新馬,$0,"$23,400",0-0-0-7,1,從化(08/11/2024),17/07/2023,伍鵬志,李永泰,38,44,Deep Field,Plastered,Wilburn,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
智勝龍,澳洲 / 6,栗 / 閹,國際拍賣會新馬,"$100,625","$651,875",0-1-2-14,2,從化(01/11/2024),10/07/2022,巫偉傑,葉榮鉅、葉盧碧蓮、丘鉅淙與丘徐于媚,38,40,Snitzel,Houston Benefactor,Encosta de Lago,百賀飛駒晶晶日上八心八箭獵寶勤常多笑,
天分高,紐西蘭 / 6,棗 / 閹,自購新馬,"$201,250","$1,470,550",1-1-2-24,2,從化(08/11/2024),05/07/2022,方嘉柏,楊耀宗,36,37,Swiss Ace,Repulse Bay,Darci Brahma,銀河勇士大師爺皇龍飛將歐洲傳奇威力奔騰運來勇士五福星哈羅威欣樂人生滿歡笑忠誠寶寶馬利奧神異金剛勁先生新力霹靂威龍翹峯,
果然得,紐西蘭 / 4,棗 / 閹,自購新馬,"$367,500","$665,700",0-2-1-12,1,香港(12/11/2024),17/07/2023,方嘉柏,黎劍威、黎嘉峰與黎嘉儀,36,35,Turn Me Loose,Aypebe,Fusaichi Pegasus,歡笑福星假日福星嘉應駿昇話你知銀皇興標聚風雲自由奔騰木火龍駒,
竣誠駒,英國 / 4,棕 / 閹,國際拍賣會新馬,"$980,000","$1,104,075",2-0-0-13,2,香港(22/06/2024),01/07/2023,告東尼,梁錫安,36,35,Oasis Dream,Brom Felinity,Encosta de Lago,連連幸運K255K259奪金精靈,
馬上旺,紐西蘭 / 6,棗 / 閹,自購新馬,$0,"$1,598,950",2-1-1-24,0,從化(13/08/2024),09/11/2021,廖康銘,馬上旺團體,36,36,Burgundy,Precious,Stravinsky,藍爵爺雙贏紅鬃烈馬皇金風速,
樂捉鳥,愛爾蘭 / 5,棗 / 閹,國際拍賣會新馬,"$17,500","$2,270,475",2-4-1-30,2,香港(17/10/2024),10/07/2022,沈集成,真材實料團體,36,41,Kodiac,Pearl Of The Night,Sea The Stars,聖托里尼,
馬有運,澳洲 / 5,棗 / 閹,自購馬,"$17,500","$1,270,575",1-0-3-24,1,從化(08/11/2024),23/08/2022,伍鵬志,吳守基,36,40,Hellbent,Sprout,High Chaparral,叻叻熊K183K265K296拉合爾天賜喜凌風傲雪肯搏全神貫注,
萬事靚,澳洲 / 5,棗 / 閹,自購新馬,$0,"$1,480,950",1-2-0-23,1,香港(13/09/2022),13/09/2022,容天鵬,張祖昌,35,37,Shalaa,Stellar Vinia,Redoute's Choice,皇寶駒暴風一族天足貓K276會展二號實力哥陽光寶貝陽明天空狀元及第,
背背龍,澳洲 / 5,棕 / 閹,自購新馬,$0,"$198,900",0-0-1-9,0,香港(11/01/2024),20/03/2023,巫偉傑,陳燕玲,34,36,Smart Missile,Lady Mary,Dane Shadow,特別美麗威力飛彈新強福盈風采人生堅又威高明力量艾彼奧聰明導彈K300綠色好運友愛心得工程小子劍山鋒荃程路通,
馬特峰,法國 / 4,灰 / 閹,自購新馬,"$30,625","$71,525",0-0-0-8,0,從化(18/10/2024),17/12/2022,蘇偉賢,黃敏儀,32,36,Holy Roman Emperor,Justice Angel,Dark Angel,顏色大皇好勁力精明勇駿旅遊高球競駿皇者讓愛高飛,
九尾狐,澳洲 / 5,棗／棕 / 閹,自購新馬,"$35,000","$35,000",0-0-0-11,2,從化(06/11/2024),31/07/2023,賀賢,李鉅程,32,40,Pierro,Ephemera,More Than Ready,金將國大合幸運同行逐步贏,
高氣派,澳洲 / 5,棗 / 閹,自購新馬,"$100,625","$276,575",0-0-1-16,1,香港(16/01/2023),16/01/2023,徐雨石,梁耀忠,30,33,Kermadec,Accented,Helmet,奮鬥輝煌不同世界綠色好景香港精神,
優悠俠,澳洲 / 6,棗 / 閹,自購新馬,$0,"$183,750",0-1-0-12,0,香港(18/06/2024),12/07/2022,巫偉傑,優悠團體,30,30,Deep Field,Louisville Dancer,Catbird,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵,
型到爆,紐西蘭 / 6,栗 / 閹,自購新馬,$0,"$988,475",0-2-1-20,1,香港(22/06/2024),07/06/2022,巫偉傑,型藍團體,28,32,Foxwedge,Imanana,More Than Ready,旗幟鬥士,
同滿滿,澳洲 / 5,棗 / 閹,自購新馬,"$30,625","$147,925",0-0-0-12,1,從化(01/11/2024),23/03/2022,伍鵬志,王張少鳳,28,34,Capitalist,Labdien,Stryker,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
南區旺,澳洲 / 5,棗 / 閹,自購新馬,"$131,250","$850,475",0-1-3-18,2,從化(30/10/2024),11/10/2022,羅富全,陳文俊、方文傑、黃靈新與黃焯添,27,32,Deep Field,Buenismo,Snitzel,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
樂天派,紐西蘭 / 7,栗 / 閹,自購新馬,"$201,250","$3,354,375",3-5-5-48,2,香港(06/07/2024),02/09/2020,大衛希斯,李嘉士與李子康,27,31,Iffraaj,Glass Half Full,Van Nistelrooy,爆出美麗鄭大哥威武年代我做到皮具大師金發銀發,
俏郎中,紐西蘭 / 5,棗 / 閹,自購新馬,"$52,500","$1,017,750",0-2-3-22,2,香港(05/11/2024),22/03/2022,呂健威,潘子聰醫生,26,33,Time Test,Shehzaadi,Pins,錶之星球共享富裕九五赤兔鋒王可愛新星鼓浪飛凡良田福星勁進駒勁大威猛越野大師廚師發辦銘記知友三才鬥士長峰小子九因歌壯志凌雲醒目先駒,
合金皇,澳洲 / 8,棗 / 閹,自購新馬,$0,"$3,004,900",5-1-3-49,2,香港(11/01/2024),12/11/2019,丁冠豪,倫凱詩,25,32,Zoffany,Terhaab,More Than Ready,澳華威威常拼常勇,
同得寶,澳洲 / 4,棗 / 雌,自購新馬,"$17,500","$17,500",0-0-0-8,1,香港(20/03/2023),20/03/2023,巫偉傑,王賜豪醫生,25,30,Capitalist,Go Astray,Gone Astray,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士八駿巨昇猛將兄大數據,
大快步,巴西 / 3,棗 / 閹,自購新馬,$0,$0,0-0-0-0,0,香港(27/09/2024),27/09/2024,廖康銘,多利團體,,,Courtier,Midnight Blue,Pleasant Variety,香港神駒,
大輝煌,愛爾蘭 / 2,栗 / 閹,自購新馬,$0,$0,0-0-0-0,0,香港(05/10/2024),05/10/2024,游達榮,陳建安,,,Starspangledbanner,Bright And Sunny,Galileo,顯力之城永遠美麗美麗第一金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
駿跑得,南非 / 4,棗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(05/10/2024),05/10/2024,廖康銘,劉寶文與吳慧思,,,What A Winter,Lady In Black,Dynasty,枕頭之星,
驥跑得,南非 / 4,栗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(05/10/2024),05/10/2024,大衛希斯,劉寶文與吳慧思,,,Flower Alley,Amur Affair,Tiger Ridge,拍馬難追,
澳嘉輝,澳洲 / 3,栗 / 閹,自購馬,$0,$0,0-0-0-0,0,香港(14/10/2024),14/10/2024,游達榮,伍鈺榮先生及夫人與伍敏傑,,,Written Tycoon,Bandol,Snitzel,皆益善伊臣佳運財昭易搵金匯昇昇K249嘉應勇士快搏心之靈英雄本色手錶之星駿馬為伍昇瀧駒好友心得前風環球英雄,
浪漫勇士,愛爾蘭 / 6,棗 / 閹,國際拍賣會新馬,$0,"$151,926,706",15-3-0-20,0,香港(28/06/2021),28/06/2021,沈集成,劉栢輝,133,133,Acclamation,Folk Melody,Street Cry,同樣美麗K079閃電富貴駒星運皇爵,
金鑽貴人,紐西蘭 / 6,棕 / 閹,自購新馬,$0,"$74,279,900",16-4-1-24,0,香港(13/09/2021),13/09/2021,文家良,鄭明亮、鄭裕彤、鄭美美與鄭裕偉,132,132,Sweynesse,Madonna Mia,Red Clubs,萬眾開心K289心裡有數勝意勁爽實力派極速之星,
嘉應高昇,紐西蘭 / 4,棗 / 閹,自購新馬,"$5,079,200","$13,541,200",7-2-0-9,1,香港(12/11/2024),31/07/2023,大衛希斯,嘉應團體,127,111,Shamexpress,Missy Moo,Per Incanto,勤德俱備非凡豪傑文明福星瑰麗人生,
加州星球,愛爾蘭 / 6,棗 / 閹,自購新馬,"$615,250","$81,869,256",13-8-3-28,1,香港(28/08/2024),19/12/2020,告東尼,梁欽聖遺產執行人,126,126,Starspangledbanner,Pearlitas Passion,High Chaparral,顯力之城永遠美麗美麗第一金鑽精靈神馳加州星皓加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
遨遊氣泡,澳洲 / 6,棗／棕 / 閹,自購新馬,"$1,123,500","$47,436,475",6-6-3-20,1,從化(16/10/2024),10/05/2021,姚本輝,日月輝煌賽馬團體,125,125,Deep Field,Raheights,Rahy,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑紅錢到怡昌奇兵優悠俠,
錶之銀河,澳洲 / 5,棗 / 閹,自購馬,"$2,996,000","$25,136,100",7-3-0-13,1,香港(08/05/2023),08/05/2023,伍鵬志,楊建文,124,119,Wandjina,Voltara,More Than Ready,喜勝威龍港林福將還看今朝,
維港智能,澳洲 / 6,棗／棕 / 閹,自購新馬,"$733,040","$22,825,145",7-2-1-18,0,香港(28/08/2024),23/03/2022,沈集成,朱潤流,124,124,Toronado,Noetic,Cape Cross,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶多巴先生魅力知遇朗日雪峰,
永遠美麗,澳洲 / 6,栗 / 閹,自購新馬,"$107,000","$35,858,325",9-3-3-18,1,香港(07/06/2022),07/06/2022,蔡約翰,郭浩泉,121,121,Starspangledbanner,Ithacan Queen,Savabeel,顯力之城美麗第一金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
美麗同享,澳洲 / 8,栗 / 閹,自購馬,"$187,250","$27,552,450",6-6-6-34,2,香港(09/12/2020),27/07/2020,告東尼,郭羅桂珍與郭浩泉,119,119,Sebring,Impressive Jeuney,Jeune,桃花多精算謀略極速奇兵巴閉仔,
賢者無敵,澳洲 / 5,棗 / 閹,自購馬,"$84,000","$22,664,350",4-3-3-15,1,香港(02/08/2024),16/01/2023,賀賢,22/23 賀賢練馬師賽馬團體,117,118,Thronum,Thorsborne,Hinchinbrook,沒有,
紅運帝王,愛爾蘭 / 5,棕 / 閹,自購馬,$0,"$19,171,725",5-4-3-22,1,香港(24/07/2024),13/08/2022,蔡約翰,夏佳理與夏安麗,116,116,Belardo,Crystal Idea,Namid,帥炸肥仔精神K286嘉應巨昇幻影旋風賢者威楓有派頭星雲浩騰,
直線力山,澳洲 / 6,棗 / 閹,自購馬,"$321,000","$16,616,380",4-0-1-20,1,香港(11/07/2024),07/06/2022,姚本輝,羅琪茵,115,115,Fastnet Rock,Imperial Lass,Tavistock,飲杯星價領創動力金發盛世多多勇駒發財大師精彩勇士馬達縱橫萬里黑桃火箭駟跑得,
神虎龍駒,愛爾蘭 / 5,棗 / 閹,自購馬,"$882,000","$14,344,500",6-3-0-22,1,香港(09/09/2023),08/10/2022,伍鵬志,洪羽緁,113,111,Mehmas,Next Trial,Hard Spun,加州活力祥龍駒,
越駿歡欣,愛爾蘭 / 5,棗 / 閹,自購馬,$0,"$17,190,100",6-3-2-21,0,香港(07/10/2024),25/06/2022,羅富全,越駿團體,110,110,Dragon Pulse,Ruby Girl,Fast Company,沒有,
綠族無限,澳洲 / 6,栗 / 閹,自購馬,$0,"$10,161,500",4-1-3-12,0,從化(21/10/2024),20/02/2023,伍鵬志,傲風團體,110,110,Deep Field,Little Favours,Falvelon,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運中華盛景赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
驕陽明駒,澳洲 / 5,棗 / 閹,自購馬,"$1,123,500","$24,193,700",6-2-1-10,1,香港(16/01/2023),16/01/2023,蔡約翰,榮明棣,107,102,Toronado,Paris Texas,Hinchinbrook,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈欣感自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶多巴先生魅力知遇朗日雪峰維港智能,
禪勝輝煌,美國 / 4,棕 / 閹,自購新馬,"$1,098,250","$15,204,850",7-2-4-19,2,香港(27/04/2024),29/10/2022,呂健威,禪勝賽馬團體,105,105,Mor Spirit,Solid Scam,Consolidator,沒有,
錶之五知,愛爾蘭 / 6,棗／棕 / 閹,自購馬,$0,"$12,341,600",2-7-4-26,1,香港(29/10/2024),14/11/2021,告東尼,林惠英,105,105,Camelot,Uliana,Darshaan,符號,
健康愉快,澳洲 / 8,棗／棕 / 閹,自購馬,"$483,000","$22,505,650",5-4-3-34,0,香港(02/11/2024),04/05/2020,羅富全,單同慶、單煜樂與單煜燊,105,105,Zoustar,Lady Lakshmi,Lonhro,展雄威奔妙星加州動員寰宇豐采利不可擋潮州精神會當凌功名顯赫開心馬K250K258K308天下寵兒美神來非凡之星手機錶霸精彩駿將精算激流星際快車攻頂連連有盈幸運龍鑽石寶寶競駿輝煌,
知足常樂,澳洲 / 6,栗 / 閹,自購馬,"$1,999,200","$13,358,600",3-4-0-22,1,香港(29/10/2024),29/06/2022,羅富全,李治邦,105,96,American Pharoah,Jazz Song,Fastnet Rock,電子精彩佳景臨門好精神K252,
威力奔騰,紐西蘭 / 7,栗 / 閹,自購新馬,"$237,200","$12,765,625",6-4-5-25,1,香港(17/10/2024),05/07/2021,賀賢,曾炳威,104,107,Swiss Ace,Dancescape,Danehill Dancer,天分高銀河勇士大師爺皇龍飛將歐洲傳奇運來勇士五福星哈羅威欣樂人生滿歡笑忠誠寶寶馬利奧神異金剛勁先生新力霹靂威龍翹峯,
美麗第一,愛爾蘭 / 4,栗 / 閹,自購馬,"$3,454,200","$12,295,800",4-5-2-13,1,香港(19/04/2023),14/01/2023,伍鵬志,郭羅桂珍,103,91,Starspangledbanner,Little Sweetheart,Lawman,顯力之城永遠美麗金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄飛鷹翱翔喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
幸運有您,澳洲 / 7,棗 / 閹,自購新馬,"$261,650","$18,793,550",6-5-2-29,1,香港(12/11/2024),18/01/2021,羅富全,梁文謙,103,103,Artie Schiller,Heredera,Northern Meteor,金佰令三軍勇將東方飛影凱旋七福,
中華盛景,澳洲 / 7,棗 / 閹,自購馬,"$2,352,000","$17,416,500",6-6-5-44,2,從化(11/11/2024),01/03/2021,告東尼,肖潭平,103,97,Deep Field,Saga's Gift,Real Saga,旺旺昇叻魅影獵飛好瑪威威熾烈神駒驍勇者加州得力加州代表加州德至龍之光川河帥駒南區旺電路豪傑電路七號勇者無敵花好月盈瑤瑤日上勇威神駒鑽飾翱翔快樂老撾吉祥寶對衡之星安都隼閣川河型駒威武良駒金玉良言華麗活力逍遙人生千杯敬典火神神樂嫡愛心超級龍珠春風萬里K216K236K263K271K292八駿高昇一石二鳥盛載富祿幸運旅程智智多寶加飯綠族無限貓山王魅力一心包裝伯樂勝萬金綠水青山機械騎士時間寶自強不息深心星揚威四方海綿寶寶川河動駒星光快驅糖不甩飛躍精英真好運旺旺神駒添喜運赤壁銳高爆笑遨遊氣泡紅錢到怡昌奇兵優悠俠,
合夥奔馳,澳洲 / 5,棗 / 閹,自購新馬,"$1,917,000","$9,941,850",7-1-2-13,1,香港(23/04/2024),08/05/2023,呂健威,合夥精神團體,102,97,Epaulette,Woodstock Hussey,Hussonet,綫路高陞真感K264幸運遇見開運王巴基之勝紅旺繽紛,
電氣騎士,澳洲 / 6,棗 / 閹,自購馬,"$147,000","$9,851,700",5-6-2-26,1,香港(12/11/2024),09/11/2021,韋達,顏炳誠、顏美斯、顏經緯與顏志緯,102,103,Redoute's Choice,Negotiate,Red Ransom,怡心聲,
新力高升,澳洲 / 6,棗 / 閹,自購新馬,$0,"$16,120,800",7-1-2-19,0,從化(17/06/2024),20/12/2021,蘇偉賢,黃鑀瀅,102,102,Nicconi,Red Centre,Rubiton,無限勝利鄉村樂韻凱旋幸運巴閉哥,
智取神駒,智利 / 5,栗 / 閹,自購馬,"$62,400","$8,706,400",2-2-1-15,1,香港(01/05/2024),29/06/2023,沈集成,余國樑,99,100,Lookin At Lucky,Magia Para Todos,Rock Of Gibraltar,沒有,
魔術控制,澳洲 / 4,栗 / 閹,自購馬,"$6,514,000","$6,514,000",2-1-0-4,1,香港(06/06/2024),22/01/2024,巫偉傑,沈士雄,97,77,Sioux Nation,Jackpot Queen,Not A Single Doubt,喜蓮勇感英雄戰歌,
飛鷹翱翔,愛爾蘭 / 5,棗 / 閹,自購馬,"$1,917,000","$9,877,650",5-0-3-17,1,從化(11/11/2024),13/08/2022,伍鵬志,馬鏡澄、馬博文與馬約禮,96,89,Starspangledbanner,Drombeg Dawn,Orpen,顯力之城永遠美麗美麗第一金鑽精靈神馳加州星皓加州星球加州星馳綫路英雄衝上雲霄喜蓮勇略紅衫魚K267K280K301歡喜福星大輝煌知恩圖報南莊堡雪勇神駒盈妍威楓紅海風帆囍眼光一定掂閃耀威龍紫荊歡呼都靈星球三代同心手到齊來,
狀元及第,澳洲 / 6,棗 / 閹,自購新馬,"$483,000","$13,251,050",6-7-2-35,1,從化(11/11/2024),01/03/2021,告東尼,好好傾團體,96,98,Shalaa,Santa Rocks,Fastnet Rock,皇寶駒暴風一族天足貓K276萬事靚會展二號實力哥陽光寶貝陽明天空,
多巴先生,澳洲 / 7,灰 / 閹,自購馬,$0,"$13,076,750",3-0-4-27,1,香港(31/10/2024),09/08/2021,方嘉柏,五月威利賽馬團體,95,97,Toronado,Bahamas,Teofilo,雄彬飛翔美麗邂逅無限美麗福祐神州勁者友得盈欣感驕陽明駒自己話事利衍天下K224K246超力量駿皇勝鐵金剛魅力星魅力心馬主雄風包裝猛將包裝明駒紅逸舍耀寶魅力知遇朗日雪峰維港智能,
人和家興,澳洲 / 8,棗 / 閹,自購新馬,"$1,813,600","$13,376,375",8-7-6-45,1,香港(09/11/2024),27/07/2020,大衛希斯,張明敏、張英豪、李宗德與鄭景超,94,87,Magnus,Fly To Win,Danewin,保羅承傳越駿開心,
包裝必勝,澳洲 / 6,栗 / 閹,自購新馬,"$252,000","$15,003,300",7-3-6-31,2,香港(10/08/2022),30/08/2021,呂健威,開心開心團體,94,99,Manhattan Rain,I'm An Outoftowner,Dane Shadow,沒有,
八駿巨昇,澳洲 / 5,棗 / 閹,自購新馬,"$1,024,200","$8,190,875",5-1-3-22,2,從化(30/10/2024),09/08/2022,告東尼,李湛權與李明在,94,94,Capitalist,Shamana,Shamardal,喆喆友福志滿同行比特星牛精豪情加州本事喜至寶川河首駒志在福星烈火駿馬神舟喜月增強日馳千里快樂寶寶風火猴王快活英雄K235同得寶奔月騰雲祥發孝寬極光彗星花果猴王同滿滿亮寶四季醒富心星風雲太陽高高洛河太陽昇金牌活力辣得凌厲威德勇士陽光勇士猛將兄大數據,
